Title,Score,STD_Score,,,,
A man went to a doctor and told him he had 3 horses up his butt. The doctor confirmed he's in a stable condition,44,,,,,
Russian roulette can be totally mindblowing,56,,,,,
Shout out to people who don't know what the opposite of in is!,89,,,,,
PMS jokes are not funny. Period.,36,,,,,
"When you have a bladder infection, urine trouble.",27,,,,,
Geology rocks!,28,,,,,
Why did Supreme Judge Scalia die? I thought he was pro-life?,32,,,,,
"No matter how kind you are, German children are kinder.",114,,,,,
"The guy that did my circumcision was so good, I left him a tip",67,,,,,
"Trump: ""Foreign Policy?, if you mess with the United States, there will be hell toupee.""",26,,,,,
"Being addicted to cigarettes is a real drag, man.",17,,,,,
I always bust out the premature ejaculation jokes a lil too early.,40,,,,,
Newton's Third Law is no push-over,33,,,,,
I hate it when people use big words to make themselves sound perspicacious.,61,,,,,
It's pointless to debate when the candidates' arguments are rooted in phallacy.,16,,,,,
I wanted to be an astronaut when I was a kid but my parents told me the sky was the limit,76,,,,,
I don't think I need a spine. It's holding me back.,46,,,,,
"I asked my boss how many trash liners to put in the new barrel at work and she told me ""just make it a one-liner"" so here I am.",16,,,,,
Pig puns are so boaring.,25,,,,,
I dont follow tradition and neither did my father or his father before him,65,,,,,
"Parents should never have to bury their children, so I'm getting mine cremated.",32,,,,,
"A secateurs prunes roses, a Non sequitur prunes.",15,,,,,
My wife was gangraped by a group of mimes...,34,,,,,
"One a scale of 1 to 10, how much are you a black and white thinker?",31,,,,,
"I could use some help: I want to write a haiku, but I don't know how.",63,,,,,
Clandestine electronic eavesdropping really bugs me.,32,,,,,
I'm terrible at self-deprecation.,28,,,,,
"What do you call a Spanish comedian who tells short, single sentence jokes?",15,,,,,
I tried to read a book on autocannibalism but the author was too full of himself.,68,,,,,
"I threw an orgy last night, but nobody came.",41,,,,,
"""My bad"" is the same as ""I'm sorry"" unless you're at a funeral.",72,,,,,
Just ask Tommy... Hilfiger it out.,50,,,,,
"Dr. Pepper is a Dr. but what kind, probably a fizzsicist",89,,,,,
"If you did me a favor, and I paid you back in cephalopods is that Squid pro quo ?",35,,,,,
"There's a new Ted Talk about procrastination, I've been meaning to watch it for a while now.",68,,,,,
"Humans, along with pretty much every other mammal, come from where their father came.",32,,,,,
I had this great joke about Jonestown but the punchline was too long.,60,,,,,
"My girlfriend and I just watched the fifth element, and it sure was boron",16,,,,,
My friend recently won an award for being the laziest kleptomaniac. You really have to hand it to him...,52,,,,,
Breastfeeding is draining,25,,,,,
y = mx + b,172,,,,,
I beat my wife up this morning because she took sleeping pills,20,,,,,
Like most people my age I'm 20 years old,83,,,,,
"For some people, counting isn't as easy as 1, 3, 4",26,,,,,
The average medical tools should suture needs.,23,,,,,
My cousin just died. He was only 19. He got stung by a bee - -the natural enemy of a tightrope walker.,30,,,,,
"When I first heard the word ""Emoji"" I pictured a gangster listening to My Chemical Romance.",26,,,,,
Being hyperbolic is literally my biggest fear.,41,,,,,
"If you kill someone during an earthquake, is it murder by default?",70,,,,,
"Before you judge a man, walk a mile in his shoes. After that, who cares? He's a mile away, and you've got his shoes!",57,,,,,
"My friend told me a race war was starting, but I'm a pacifist and I had to leave the country so I just told her I'd be white black.",20,,,,,
I got a photography gig this weekend. It won't pay well but it'll be great exposure!,19,,,,,
"If I was a cashier, I'd make them pay; I'D MAKE THEM ALL PAY!!!",60,,,,,
"Justice isn't blind, but it is deaf dumb, and retarded.",16,,,,,
"If an alcoholic man beats his wife, is she considered beer battered?",57,,,,,
I ground up some chalk to soften the blow.,26,,,,,
Keep an eye out for pirates.,28,,,,,
it took me a long time to realize I was a slow learner,117,,,,,
I asked my North Korean friend how it was there. He said he couldn't complain.,29,,,,,
"As my grandfather always said, ""the day I can't do my job drunk is the day I turn in my badge and gun.""",47,,,,,
"I was voted ""Most Likely to Rig a School Election.""",112,,,,,
A pessimist's blood type is always B-negative,49,,,,,
How did I escape Iraq? Iran.,19,,,,,
"If I were a tiny bit more humble, I'd be perfect",63,,,,,
Complementary food always makes me smile,33,,,,,
I used to be a successful doctor...,16,,,,,
Metaphors are my kryptonite.,38,,,,,
"I tried to learn the Trumpet, but I blew it.",31,,,,,
"My friend burnt himself on a roast beef sandwich, so I asked him,""Au jus alright?""",26,,,,,
"My doctor asked me about my sexual history, I told him to talk to the hand.",44,,,,,
Australians don't have sex. Australians mate.,44,,,,,
"Right before he died, the drive-by victim told the medic that he had shooting pains",18,,,,,
"If i dance with a polish girl, does it counts as a pole dancing?",39,,,,,
There's no I in denial,85,,,,,
Only assholes get enemas,56,,,,,
"""I came as quickly as I could!"" said the Premature Ejaculation Man.",20,,,,,
Pro-Life Tip: Don't get an Abortion,143,,,,,
The skater couldn't participate because he got cold feet.,16,,,,,
Have your heard the one about the conductor that touched the third rail?,53,,,,,
A sperm bank is the only bank where you make a deposit and lose interest.,23,,,,,
There are no rivers in Egypt.,93,,,,,
"I opened an issue of Popular Mechanics, but I started getting bummed out by how many friends all these mechanics had",15,,,,,
Fossil fuels give me gas.,48,,,,,
"I think that if you raise a animal just to eat it, you should refer to it as your pet food",17,,,,,
My imposter syndrome is having self doubts,16,,,,,
I'm schizophrenic and so am I,25,,,,,
"If you want to travel Europe but don't want all the drugs and profanity, try going to Amsterdang.",15,,,,,
Duck autocorrect,21,,,,,
I think vibrators should be illegal. god made adam and eve not florence and the machine,25,,,,,
One of my personalities has a multiple personality disorder,104,,,,,
I heard the marathon in death valley ended in a dead heat.,29,,,,,
"TIL: If your inflatable sex doll starts crying it's not developing feelings for you, it just needs emptying",25,,,,,
"Once I met a girl with twelve nipples, sounds funny dozen tit?",82,,,,,
Hyperbole is literally the best thing ever,16,,,,,
"Dude, acidity levels are fat with a pH!",87,,,,,
I've decided to join the whole kombucha craze because I want to feel more cultured.,15,,,,,
Yesterday I had a brief encounter with a lady in an underwear store.,18,,,,,
I have the attention span of a,43,,,,,
My Indian friend has been trying to convert me to his religion... he's really starting to make me Sikh.,16,,,,,
I really need to step up on my stair jokes.,36,,,,,
Just the thought of having insomnia keeps me awake at night.,17,,,,,
The ocean is salty because land doesn't wave back.,41,,,,,
"I initially didn't like having long nails, but they're growing on me.",116,,,,,
"I wasn't sure if I wanted to keep my new mattress or not, so I decided to sleep on it...",50,,,,,
"I can't wait to ask for the WIFI password at my hotel in Australia so I can say ""I come for the LAN down under""...",27,,,,,
"I met a guy who invented a process to make cows younger and though I asked him about it, he wouldn't re-veal anything",81,,,,,
"John the flasher was thinking about retiring, but decided to stick it out for another year.",22,,,,,
"I just flew in from Jim Henson's Muppet training academy, and boy, are my arms wired.",49,,,,,
"I'm not saying that there is anything wrong with being left handed, i'm just saying, it's not right.",42,,,,,
Does it still count as necrophilia if you're dead inside?,97,,,,,
"When my doctor told me I lost my sense of smell, I told him he made no scents.",60,,,,,
"If Apple made VR, it would be called eyeOS.",56,,,,,
"I've been reading this great book on anti gravity, man is it hard to put down.",37,,,,,
"He ducked, I goosed, and it was all around in circles from there.",35,,,,,
I hate being bipolar.. it's awesome!,25,,,,,
"My conjoined twin and I are not as close as we used to be, I guess we are just different people now",48,,,,,
"Last weekend we went to a very emotional wedding, even the cake was in tiers.",15,,,,,
Me and my receding hairline? We go way back.,52,,,,,
Flatfootedness has always been my arch nemesis,48,,,,,
I'm more pumped for the Olympics than a Russian athelete,88,,,,,
I'm creating oneliners about the apocalypse like there's no tomorrow.,54,,,,,
Some of my most cultured jokes are about yogurt.,79,,,,,
"As I said before, I never repeat myself.",51,,,,,
I shit in Hondas like it's my Civic duty,93,,,,,
Guys with only one testicle always have a ball.,30,,,,,
"I caught a fish on my first attempt and figured I was a natural, turns out it was just a fluke",16,,,,,
"I tried to reason with the executioner, but I was cut off.",55,,,,,
I just can't stand being in a wheelchair,51,,,,,
How do the Malaysians get to the Olympics with no planes.,55,,,,,
I can't watch football anymore cause touchdowns are offensive.,22,,,,,
"All the psychics I go to are either too depressing or too angry, when all I'm looking for is a happy medium.",15,,,,,
The impulse to sing The Lion Sleeps Tonight is just a whim away.,99,,,,,
The man who fell into the upholstery machine is now recovered.,78,,,,,
"When my friend told me he's finally going to watch Back to the Future, I told him it's about time.",51,,,,,
Have you heard the story about the Mexican train killer,76,,,,,
Either they're doing construction in my apt building or the lesbian couple downstairs are having the time of their lives.,88,,,,,
Gorilla memes are doing the Cincinnati Zoo more Harambe than good,20,,,,,
Insects really bug me.,46,,,,,
"Man, choking on sugar seems like the sweetest way to die!",15,,,,,
I love my doctors bad hand writing,34,,,,,
"You can't run through a campground; you can only ran, because it's passed tents.",26,,,,,
Apparently taking a day off is not something you should do when you work for a calendar company.,64,,,,,
"I had to take my sausage dog back to the pet shop yesterday, the sausages he made are disgusting",61,,,,,
"I have kleptomania, But when it gets bad, I take something for it.",29,,,,,
Sony is an Old Asian Stereotype,92,,,,,
"""Good morning, Urology department. Can you hold?""",71,,,,,
I had to pay a fine to keep from being put in jail for solicitation of a bribe,88,,,,,
"I've said 'I've said it before and I'll say it again' before, and I'll say 'I've said it before and I'll say it again' again",18,,,,,
Waking up this morning was an eye-opening experience.,71,,,,,
"I had a bad audition, but I acted like I didn't care.",50,,,,,
Taylor Swift tells me I need to stop name-dropping people I don't actually know...,21,,,,,
Knowing how to pick locks has really opened a lot of doors for me,71,,,,,
Dating a hair dresser has a lot of fringe benefits.,116,,,,,
